month_name,weekday_name,crossing,avg_wait_hours,min_wait_hours,max_wait_hours,samples
липень,Неділя,Красноїльськ – Вікову де Сус,31.973717948717947,3.2,101.3,52
липень,Неділя,Порубне – Сірет,35.912750455373406,1.9833333333333334,219.2,183
липень,Неділя,Дякове – Халмеу,42.31481481481482,2.4,139.48333333333332,45
липень,Неділя,Ужгород - Вишнє Нємецьке,43.92240143369175,5.016666666666667,165.13333333333333,93
липень,Неділя,Чоп (Тиса) - Захонь,44.11479591836735,3.1166666666666667,261.25,98
липень,Неділя,Ягодин – Дорогуськ,45.3188829787234,2.0,257.5,188
липень,Неділя,Лужанка – Берегшурань,46.13333333333333,3.033333333333333,144.73333333333332,27
липень,Неділя,Рені – Джурджулешти,47.91704545454545,3.8,249.83333333333334,44
липень,Неділя,Рава-Руська – Хребенне,59.907539682539685,3.9166666666666665,708.5666666666667,126
липень,Неділя,Орлівка – Ісакча,69.94153439153439,2.8,488.81666666666666,126
